GRID_1K_CD,pop,emp,pc_in
라바2823,108,11,0.002
라바2824,13,5,0.0024
라바2825,56,7,0.0016
라바2826,399,210,0.0685
라바2827,46,12,0.0004
라바2828,82,20,0.0163
라바2829,27,3,0.0012
라바2830,0,0,0.0
라바2831,11,5,0.0032
라바2832,0,0,0.0
라바2833,20,10,0.0012
라바2834,0,0,0.0
라바2835,30,66,0.0199
라바2836,146,83,0.0362
라바2837,539,288,0.0589
라바2838,49,0,0.0012
라바2839,1,0,0.0
라바2840,0,0,0.0
라바2841,0,0,0.0
라바2842,0,0,0.0
라바2843,10,0,0.0
라바2844,45,11,0.0024
라바2845,88,11,0.0004
라바2846,6,3,0.0004
라바2847,1,0,0.0
라바2848,9,0,0.0016
라바2849,0,0,0.0
라바2850,0,0,0.0
라바2851,0,0,0.0
라바2852,3,3,0.0016
라바2853,4,0,0.0004
라바2854,2,0,0.0
라바2855,0,0,0.0
라바2856,29,3,0.0008
라바2857,38,8,0.0016
라바2858,39,3,0.0024
라바2859,8,5,0.0004
라바2860,1,0,0.0
라바2861,65,51,0.0183
라바2862,0,0,0.0
라바2863,5,5,0.0004
라바2864,0,0,0.0
라바2865,0,0,0.0
라바2866,9,32,0.0004
라바2867,63,140,0.0478
라바2868,110,96,0.0203
라바2869,67,414,0.1274
라바2870,32,17,0.0131
라바2871,33,348,0.125
라바2872,39,5,0.0028
라바2873,87,8,0.0024
라바2874,51,3,0.0028
라바2875,0,0,0.0
라바2876,70,25,0.0044
라바2877,15,0,0.002
라바2878,82,8,0.002
라바2879,18,0,0.0
라바2880,64,5,0.0
라바2881,64,3,0.0008
라바2882,0,0,0.0
라바2883,16,3,0.0012
라바2884,93,37,0.0119
라바2885,80,38,0.0103
라바2886,800,401,0.1393
라바2887,1107,945,0.3729
라바2888,20,1036,0.4075
라바2889,1222,340,0.1504
라바2890,2358,416,0.1393
라바2891,434,306,0.0804
라바2892,27,7,0.0008
라바2893,58,17,0.0096
라바2894,0,0,0.0
라바2895,17,8,0.0008
라바2896,1,3,0.0
라바2897,47,5,0.0016
라바2898,77,25,0.0044
라바2899,2,3,0.0012
라바2900,0,0,0.0
라바2901,56,12,0.0012
라바2902,7,5,0.0
라바2903,4,5,0.0
라바2904,72,0,0.0004
라바2905,2,0,0.0
라바2906,209,57,0.0235
라바2907,758,239,0.0872
라바2908,55,172,0.0601
라바2909,132,46,0.008
라바2910,40,124,0.0517
라바2911,54,3,0.0012
라바2912,25,0,0.0
라바2913,13,0,0.0004
라바2914,65,11,0.0016
라바2915,18,3,0.0008
라바2916,58,0,0.0012
라바2917,105,11,0.004
라바2918,7,5,0.0008
라바2919,24,0,0.002
라바2920,24,0,0.0008
라바2921,150,35,0.0092
라바2922,12,0,0.0004
라바2923,11,0,0.0004
라바2924,4,0,0.0012
라바2925,15,0,0.0008
라바2926,86,15,0.0052
라바2927,6,5,0.002
라바2928,13,8,0.0004
라바2929,4,3,0.0008
라바2930,0,0,0.0
라바2931,0,0,0.0
라바2932,0,0,0.0
라바2933,0,0,0.0
라바2934,0,0,0.0
라바2935,0,0,0.0
라바2936,0,0,0.0
라바2937,5,39,0.0123
라바2938,59,35,0.0239
라바2939,7,0,0.0004
라바2940,0,0,0.0
라바2941,0,0,0.0
라바2942,0,0,0.0
라바2943,0,0,0.0
라바2944,46,12,0.0044
라바2945,56,5,0.0004
라바2946,0,0,0.0
라바2947,10,0,0.0
라바2948,0,0,0.0
라바2949,0,0,0.0
라바2950,0,0,0.0
라바2951,0,0,0.0
라바2952,0,0,0.0
라바2953,0,0,0.0
라바2954,0,0,0.0
라바2955,0,0,0.0
라바2956,8,0,0.0
라바2957,38,0,0.0004
라바2958,0,0,0.0
라바2959,3,4,0.0008
라바2960,0,0,0.0
라바2961,1,0,0.0
라바2962,76,8,0.004
라바2963,135,23,0.0028
라바2964,46,12,0.0
라바2965,57,18,0.0032
라바2966,147,11,0.0119
라바2967,81,22,0.0143
라바2968,67,74,0.0123
라바2969,100,16,0.0068
라바2970,48,3,0.0111
라바2971,73,64,0.0135
라바2972,25,27,0.008
라바2973,116,9,0.0012
라바2974,13,0,0.0004
라바2975,3,0,0.0004
라바2976,51,12,0.0048
라바2977,121,13,0.0024
라바2978,20,0,0.0012
라바2979,5,0,0.0
라바2980,43,5,0.0024
라바2981,2,0,0.0
라바2982,0,0,0.0
라바2983,13,0,0.0008
라바2984,66,5,0.0028
라바2985,89,38,0.0167
라바2986,209,48,0.0159
라바2987,3728,843,0.2666
라바2988,11,2865,1.4486
라바2989,1,1299,0.3721
라바2990,5807,680,0.1672
라바2991,3798,420,0.1246
라바2992,29,133,0.0525
라바2993,70,17,0.0052
라바2994,0,0,0.0
라바2995,81,25,0.0131
라바2996,16,0,0.0008
라바2997,42,24,0.0032
라바2998,6,41,0.0084
라바2999,41,5,0.0012
라바3000,1,0,0.0
라바3001,0,3,0.0
라바3002,0,0,0.0
라바3003,0,0,0.0
라바3004,36,5,0.0004
라바3005,1,0,0.0
라바3006,120,13,0.0016
라바3007,24,9,0.0275
라바3008,60,42,0.002
라바3009,47,5,0.0004
라바3010,36,3,0.0008
라바3011,25,3,0.0
라바3012,2,0,0.0004
라바3013,35,3,0.0012
라바3014,65,3,0.0012
라바3015,1,14,0.0
라바3016,1,0,0.0
라바3017,12,0,0.0012
라바3018,27,3,0.0
라바3019,4,0,0.0
라바3020,22,0,0.0004
라바3021,17,0,0.0
라바3022,0,0,0.0
라바3023,0,0,0.0
라바3024,4,17,0.0048
라바3025,3,0,0.0
라바3026,73,10,0.0028
라바3027,123,14,0.0024
라바3028,11,8,0.0016
라바3029,0,0,0.0
라바3030,0,0,0.0
라바3031,0,0,0.0
라바3032,0,0,0.0
라바3033,0,0,0.0
라바3034,0,0,0.0
라바3035,0,0,0.0
라바3036,0,0,0.0
라바3037,0,3,0.0004
라바3038,0,0,0.0004
라바3039,0,0,0.0
라바3040,0,0,0.0
라바3041,0,0,0.0
라바3042,0,0,0.0
라바3043,0,0,0.0
라바3044,67,5,0.0028
라바3045,0,0,0.0
라바3046,0,0,0.0
라바3047,4,0,0.0004
라바3048,0,0,0.0
라바3049,0,0,0.0
라바3050,0,0,0.0
라바3051,0,0,0.0
라바3052,4,5,0.0028
라바3053,13,3,0.0
라바3054,0,0,0.0
라바3055,10,3,0.0008
라바3056,33,11,0.0032
라바3057,10,0,0.0004
라바3058,0,0,0.0
라바3059,1,3,0.0
라바3060,7,4,0.0012
라바3061,13,13,0.0008
라바3062,19,55,0.0088
라바3063,239,41,0.0115
라바3064,92,27,0.0096
라바3065,59,12,0.0028
라바3066,95,8,0.0016
라바3067,45,18,0.008
라바3068,66,72,0.0263
라바3069,53,52,0.0072
라바3070,19,9,0.0028
라바3071,21,0,0.0004
라바3072,11,0,0.0004
라바3073,35,5,0.0008
라바3074,3,5,0.0
라바3075,109,11,0.0012
라바3076,70,19,0.0016
라바3077,5,11,0.0004
라바3078,0,0,0.0
라바3079,0,0,0.0
라바3080,23,22,0.0032
라바3081,5,0,0.0
라바3082,77,8,0.0012
라바3083,18,316,0.078
라바3084,106,59,0.0203
라바3085,114,74,0.0593
라바3086,80,9,0.0092
라바3087,63,3,0.002
라바3088,140,820,0.2527
라바3089,10,355,0.1536
라바3090,48,51,0.0175
라바3091,88,96,0.0418
라바3092,142,438,0.1182
라바3093,32,23,0.0103
라바3094,20,7,0.0064
라바3095,16,33,0.0115
라바3096,79,18,0.004
라바3097,60,42,0.0211
라바3098,5,3,0.0
라바3099,62,3,0.0008
라바3100,0,0,0.0
라바3101,0,0,0.0
라바3102,24,3,0.0004
라바3103,25,0,0.0004
라바3104,4,8,0.0004
라바3105,51,32,0.0115
라바3106,19,463,0.1843
라바3107,8,20,0.0028
라바3108,0,0,0.0
라바3109,0,0,0.0
라바3110,1,0,0.0
라바3111,9,0,0.0012
라바3112,2,0,0.0004
라바3113,11,3,0.0004
라바3114,1,0,0.0
라바3115,9,0,0.0
라바3116,26,5,0.0012
라바3117,17,0,0.0012
라바3118,30,0,0.0004
라바3119,5,0,0.0
라바3120,50,3,0.0004
라바3121,89,5,0.0024
라바3122,2,0,0.0
라바3123,0,0,0.0
라바3124,45,25,0.0088
라바3125,59,3,0.0012
라바3126,32,15,0.006
라바3127,13,5,0.0016
라바3128,1,3,0.0
라바3129,0,0,0.0
라바3130,0,0,0.0
라바3131,0,0,0.0
라바3132,1,0,0.0
라바3133,32,3,0.0004
라바3134,11,5,0.0008
라바3135,7,3,0.0004
라바3136,0,0,0.0
라바3137,0,0,0.0
라바3138,0,0,0.0004
라바3139,8,11,0.0048
라바3140,0,0,0.0008
라바3141,0,0,0.0
라바3142,0,0,0.0
라바3143,0,0,0.0
라바3144,4,3,0.0008
라바3145,0,0,0.0
라바3146,0,0,0.0
라바3147,0,0,0.0
라바3148,0,0,0.0
라바3149,11,0,0.0004
라바3150,0,0,0.0
라바3151,0,0,0.0
라바3152,30,18,0.002
라바3153,0,0,0.0
라바3154,0,0,0.0
라바3155,0,0,0.0
라바3156,66,5,0.0012
라바3157,1,0,0.0
라바3158,0,0,0.0
라바3159,35,8,0.0008
라바3160,1,0,0.0
라바3161,0,0,0.0
라바3162,52,3,0.0012
라바3163,118,17,0.006
라바3164,55,42,0.0283
라바3165,86,34,0.0111
라바3166,64,3,0.0012
라바3167,0,0,0.0
라바3168,0,0,0.0
라바3169,11,0,0.0092
라바3170,80,93,0.0263
라바3171,25,0,0.0032
라바3172,126,3,0.0028
라바3173,58,5,0.0012
라바3174,219,183,0.0454
라바3175,253,175,0.0569
라바3176,126,42,0.002
라바3177,3,0,0.0
라바3178,12,0,0.0004
라바3179,42,3,0.0012
라바3180,44,6,0.0028
라바3181,3,34,0.0179
라바3182,25,88,0.0318
라바3183,0,19,0.0406
라바3184,12,6,0.004
라바3185,107,265,0.0788
라바3186,32,0,0.0016
라바3187,18,0,0.0012
라바3188,13,3,0.002
라바3189,79,5,0.0008
라바3190,38,31,0.0096
라바3191,77,43,0.0171
라바3192,101,122,0.0366
라바3193,22,20,0.0016
라바3194,9,5,0.0008
라바3195,3,3,0.0004
라바3196,30,5,0.0012
라바3197,128,68,0.0179
라바3198,0,0,0.0
라바3199,7,5,0.002
라바3200,35,5,0.0008
라바3201,13,3,0.0032
라바3202,35,3,0.0
라바3203,8,0,0.0004
라바3204,52,7,0.0012
라바3205,0,0,0.0
라바3206,82,15,0.004
라바3207,54,0,0.0004
라바3208,72,5,0.0028
라바3209,18,99,0.0318
라바3210,74,22,0.004
라바3211,22,5,0.0
라바3212,9,0,0.0004
라바3213,65,5,0.0016
라바3214,0,0,0.0
라바3215,0,0,0.0
라바3216,0,0,0.0
라바3217,8,0,0.0
라바3218,0,0,0.0
라바3219,0,0,0.0
라바3220,12,0,0.0
라바3221,30,0,0.0
라바3222,11,0,0.0
라바3223,0,0,0.0
라바3224,36,0,0.0004
라바3225,2,5,0.0028
라바3226,3,0,0.0
라바3227,6,5,0.0024
라바3228,77,0,0.0004
라바3229,0,0,0.0
라바3230,0,0,0.0
라바3231,16,0,0.0008
라바3232,38,5,0.0004
라바3233,24,5,0.0008
라바3234,0,0,0.0
라바3235,15,3,0.0004
라바3236,10,5,0.0016
라바3237,0,0,0.0
라바3238,1,0,0.0004
라바3239,2,3,0.0008
라바3240,1,0,0.0
라바3241,0,0,0.0
라바3242,0,0,0.0
라바3243,0,0,0.0
라바3244,11,0,0.0004
라바3245,0,0,0.0
라바3246,0,0,0.0
라바3247,0,0,0.0
라바3248,0,0,0.0008
라바3249,11,0,0.0
라바3250,11,0,0.0004
라바3251,28,10,0.002
라바3252,173,51,0.0119
라바3253,102,11,0.0119
라바3254,0,0,0.0
라바3255,0,0,0.0
라바3256,2,0,0.0004
라바3257,0,0,0.0
라바3258,0,0,0.0
라바3259,0,0,0.0
라바3260,0,0,0.0
라바3261,0,0,0.0
라바3262,0,0,0.0
라바3263,83,331,0.0999
라바3264,154,26,0.0052
라바3265,415,197,0.0629
라바3266,61,3,0.004
라바3267,11,0,0.0
라바3268,10,3,0.0
라바3269,28,3,0.0012
라바3270,97,0,0.0032
라바3271,72,63,0.0287
라바3272,7,0,0.0
라바3273,107,5,0.0012
라바3274,110,34,0.0036
라바3275,11,0,0.0012
라바3276,4,0,0.0
라바3277,0,0,0.0
라바3278,7,8,0.002
라바3279,115,51,0.0183
라바3280,42,9,0.0032
라바3281,32,0,0.0008
라바3282,5,0,0.0008
라바3283,13,69,0.0215
라바3284,305,76,0.0314
라바3285,303,123,0.0629
라바3286,21,3,0.0008
라바3287,5,0,0.0004
라바3288,2,4,0.0
라바3289,64,28,0.0052
라바3290,164,130,0.0354
라바3291,107,125,0.0418
라바3292,9,312,0.0513
라바3293,76,30,0.0068
라바3294,32,13,0.0052
라바3295,103,7,0.0012
라바3296,38,19,0.0096
라바3297,85,243,0.1739
라바3298,21,5,0.0008
라바3299,40,5,0.0004
라바3300,55,20,0.0044
라바3301,17,90,0.0084
라바3302,12,0,0.0012
라바3303,47,0,0.0
라바3304,31,18,0.002
라바3305,4,3,0.0
라바3306,0,0,0.0
라바3307,0,0,0.0
라바3308,1,0,0.0004
라바3309,0,0,0.0
라바3310,5,0,0.0
라바3311,5,0,0.0
라바3312,124,8,0.0048
라바3313,0,0,0.0
라바3314,0,0,0.0
라바3315,77,5,0.0
라바3316,0,0,0.0
라바3317,18,0,0.0012
라바3318,0,0,0.0
라바3319,0,0,0.0
라바3320,46,0,0.0008
라바3321,10,3,0.0
라바3322,126,8,0.004
라바3323,6,3,0.0
라바3324,0,0,0.0
라바3325,6,0,0.0
라바3326,91,5,0.0056
라바3327,3,56,0.0191
라바3328,20,4,0.0012
라바3329,0,0,0.0
라바3330,10,0,0.0
라바3331,52,12,0.0028
라바3332,9,5,0.0004
라바3333,0,0,0.0
라바3334,1,0,0.0
라바3335,0,0,0.0
라바3336,0,0,0.0
라바3337,0,0,0.0
라바3338,0,0,0.0
라바3339,0,0,0.0
라바3340,0,0,0.0
라바3341,0,0,0.0
라바3342,0,0,0.0
라바3343,0,0,0.0
라바3344,0,0,0.0
라바3345,0,0,0.0
라바3346,0,0,0.0
라바3347,0,0,0.0
라바3348,12,0,0.0004
라바3349,0,0,0.0
라바3350,55,3,0.0008
라바3351,185,58,0.0187
라바3352,43,3,0.0008
라바3353,30,8,0.0028
라바3354,2,0,0.0004
라바3355,0,4,0.0
라바3356,0,0,0.0
라바3357,0,0,0.0
라바3358,0,0,0.0
라바3359,0,0,0.0
라바3360,0,0,0.0
라바3361,0,0,0.0
라바3362,0,0,0.0
라바3363,6,0,0.0
라바3364,83,8,0.002
라바3365,161,39,0.0195
라바3366,113,3,0.0024
라바3367,31,0,0.0004
라바3368,52,0,0.0016
라바3369,83,3,0.0024
라바3370,153,61,0.0179
라바3371,165,69,0.0318
라바3372,30,31,0.0107
라바3373,5,5,0.0024
라바3374,90,3,0.0064
라바3375,10,3,0.0012
라바3376,30,0,0.0008
라바3377,0,0,0.0
라바3378,14,0,0.0004
라바3379,43,3,0.0004
라바3380,9,0,0.0
라바3381,0,0,0.0
라바3382,96,129,0.0386
라바3383,109,42,0.0103
라바3384,494,179,0.082
라바3385,946,1403,0.8031
라바3386,202,60,0.0183
라바3387,1,0,0.0
라바3388,200,22,0.0068
라바3389,58,27,0.0183
라바3390,140,32,0.0076
라바3391,32,11,0.004
라바3392,20,7,0.0012
라바3393,27,0,0.0012
라바3394,2,0,0.0004
라바3395,0,0,0.0
라바3396,70,5,0.0024
라바3397,30,314,0.0064
라바3398,72,13,0.0012
라바3399,75,89,0.0255
라바3400,95,8,0.0008
라바3401,46,16,0.0084
라바3402,47,0,0.002
라바3403,0,0,0.0
라바3404,45,5,0.0008
라바3405,17,0,0.0
라바3406,4,3,0.0004
라바3407,0,0,0.0
라바3408,0,0,0.0
라바3409,0,0,0.0
라바3410,0,0,0.0
라바3411,1,0,0.0
라바3412,6,3,0.0
라바3413,33,3,0.0028
라바3414,13,0,0.0004
라바3415,7,3,0.0004
라바3416,3,0,0.0
라바3417,0,0,0.0
라바3418,1,0,0.0
라바3419,42,0,0.0004
라바3420,0,0,0.0
라바3421,6,3,0.0
라바3422,5,0,0.0
라바3423,24,0,0.0012
라바3424,5,0,0.0008
라바3425,0,0,0.0
라바3426,5,13,0.0052
라바3427,40,7,0.0008
라바3428,0,0,0.0
라바3429,16,24,0.0107
라바3430,0,0,0.0
라바3431,21,0,0.0
라바3432,5,3,0.0
라바3433,0,0,0.0
라바3434,21,3,0.0008
라바3435,11,3,0.0004
라바3436,0,0,0.0
라바3437,0,0,0.0
라바3438,0,0,0.0
라바3439,0,0,0.0
라바3440,0,0,0.0
라바3441,4,15,0.0016
라바3442,0,0,0.0
라바3443,0,0,0.0
라바3444,0,0,0.0
라바3445,0,0,0.0
라바3446,2,0,0.0
라바3447,52,5,0.0004
라바3448,127,12,0.0024
라바3449,29,8,0.0016
라바3450,13,0,0.0004
라바3451,98,3,0.0012
라바3452,7,0,0.0
라바3453,0,0,0.0
라바3454,7,0,0.0004
라바3455,3,0,0.0092
라바3456,0,0,0.0
라바3457,0,0,0.0
라바3458,0,0,0.0
라바3459,0,0,0.0
라바3460,0,0,0.0
라바3461,0,0,0.0
라바3462,6,22,0.0028
라바3463,0,0,0.0
라바3464,63,21,0.008
라바3465,66,15,0.0024
라바3466,41,5,0.0008
라바3467,16,3,0.0
라바3468,13,3,0.0004
라바3469,54,5,0.0016
라바3470,37,3,0.0012
라바3471,64,3,0.0004
라바3472,127,15,0.004
라바3473,62,5,0.0008
라바3474,18,0,0.0004
라바3475,3,3,0.0004
라바3476,11,0,0.0
라바3477,1,0,0.0
라바3478,12,7,0.0024
라바3479,0,0,0.0
라바3480,30,0,0.0004
라바3481,121,68,0.0143
라바3482,86,121,0.0215
라바3483,508,145,0.0525
라바3484,170,251,0.0919
라바3485,95,227,0.0979
라바3486,30,3,0.002
라바3487,95,58,0.0088
라바3488,45,10,0.002
라바3489,75,31,0.0143
라바3490,43,0,0.0008
라바3491,0,0,0.0
라바3492,0,0,0.0
라바3493,0,0,0.0
라바3494,0,0,0.0
라바3495,1,3,0.0004
라바3496,0,0,0.0
라바3497,211,101,0.0239
라바3498,64,14,0.0036
라바3499,57,15,0.0068
라바3500,13,0,0.0004
라바3501,56,50,0.0199
라바3502,11,69,0.0235
라바3503,11,77,0.0641
라바3504,69,16,0.0048
라바3505,3,0,0.0
라바3506,51,3,0.0012
라바3507,118,9,0.0064
라바3508,0,0,0.0
라바3509,0,0,0.0
라바3510,0,0,0.0
라바3511,0,0,0.0
라바3512,0,3,0.0
라바3513,10,0,0.0012
라바3514,95,5,0.0016
라바3515,20,3,0.0008
라바3516,7,0,0.0004
라바3517,0,0,0.0
라바3518,0,0,0.0
라바3519,78,5,0.0008
라바3520,36,9,0.0008
라바3521,0,0,0.0
라바3522,32,0,0.0004
라바3523,2,3,0.0
라바3524,0,0,0.0
라바3525,0,0,0.0
라바3526,0,0,0.0
라바3527,54,5,0.0004
라바3528,6,0,0.0
라바3529,0,0,0.0
라바3530,0,0,0.0
라바3531,5,0,0.0
라바3532,16,0,0.0004
라바3533,4,3,0.0004
라바3534,0,0,0.0
라바3535,0,0,0.0
라바3536,0,0,0.0
라바3537,35,0,0.0016
라바3538,0,0,0.0
라바3539,0,0,0.0
라바3540,0,0,0.0
라바3541,9,8,0.0032
라바3542,4,5,0.0
라바3543,20,0,0.0008
라바3544,22,36,0.0084
라바3545,38,5,0.0012
라바3546,16,3,0.0
라바3547,51,3,0.0012
라바3548,31,5,0.0004
라바3549,13,3,0.0008
라바3550,0,0,0.0
라바3551,33,3,0.0008
라바3552,1,0,0.0
라바3553,0,0,0.0
라바3554,1,0,0.0
라바3555,67,5,0.0012
라바3556,0,0,0.0
라바3557,0,0,0.0
라바3558,0,0,0.0
라바3559,0,0,0.0
라바3560,46,22,0.006
라바3561,78,47,0.004
라바3562,16,15,0.0028
라바3563,0,0,0.0
라바3564,32,3,0.0028
라바3565,23,3,0.0008
라바3566,7,0,0.0004
라바3567,7,0,0.0
라바3568,50,25,0.0084
라바3569,55,5,0.0004
라바3570,1,3,0.0
라바3571,49,17,0.0048
라바3572,1,0,0.0
라바3573,2,0,0.0
라바3574,66,5,0.002
라바3575,31,0,0.0012
라바3576,0,0,0.0
라바3577,72,11,0.0016
라바3578,19,3,0.0008
라바3579,0,0,0.0
라바3580,7,0,0.0004
라바3581,13,479,0.0939
라바3582,545,290,0.1596
라바3583,786,303,0.1353
라바3584,201,233,0.0852
라바3585,125,145,0.049
라바3586,55,34,0.0191
라바3587,177,800,0.1345
라바3588,94,27,0.0048
라바3589,56,41,0.0139
라바3590,0,0,0.0
라바3591,91,100,0.0203
라바3592,1628,48,0.1783
라바3593,3,15,0.0167
라바3594,31,196,0.0617
라바3595,135,24,0.0032
라바3596,9,15,0.0004
라바3597,32,97,0.041
라바3598,40,6,0.0084
라바3599,110,8,0.0052
라바3600,17,0,0.0
라바3601,1,13,0.0048
라바3602,91,35,0.0099
라바3603,965,488,0.1381
라바3604,350,145,0.0402
라바3605,1,0,0.0
라바3606,24,3,0.0004
라바3607,24,3,0.0008
라바3608,15,18,0.0032
라바3609,3,4,0.0024
라바3610,0,0,0.0
라바3611,0,0,0.0
라바3612,0,0,0.0
라바3613,0,0,0.0
라바3614,0,0,0.0
라바3615,80,21,0.0016
라바3616,0,0,0.0
라바3617,0,0,0.0
라바3618,2,0,0.0004
라바3619,73,24,0.0076
라바3620,18,0,0.0
라바3621,0,0,0.0
라바3622,0,0,0.0
라바3623,8,5,0.0
라바3624,7,0,0.0
라바3625,46,0,0.0012
라바3626,11,0,0.0008
라바3627,64,29,0.0135
라바3628,57,3,0.0012
라바3629,29,3,0.0
라바3630,0,0,0.0
라바3631,5,3,0.0008
라바3632,0,0,0.0004
라바3633,8,0,0.0
라바3634,0,0,0.0
라바3635,0,0,0.0
라바3636,0,0,0.0
라바3637,0,0,0.0012
라바3638,0,0,0.0
라바3639,0,0,0.0
라바3640,18,0,0.0008
라바3641,365,44,0.0008
라바3642,85,11,0.0028
라바3643,62,11,0.0008
라바3644,6,0,0.0004
라바3645,0,0,0.0
라바3646,0,0,0.0
라바3647,0,0,0.0
라바3648,0,0,0.0
라바3649,0,0,0.0
라바3650,0,0,0.0
라바3651,0,0,0.0
라바3652,0,0,0.0
라바3653,0,0,0.0
라바3654,0,0,0.0
라바3655,19,0,0.0016
라바3656,0,0,0.0
라바3657,0,0,0.0
라바3658,1,0,0.0
라바3659,38,15,0.0056
라바3660,11,8,0.002
라바3661,0,0,0.0
라바3662,4,0,0.0
라바3663,9,0,0.0
라바3664,55,3,0.0012
라바3665,162,8,0.006
라바3666,6,0,0.0004
라바3667,1,0,0.0
라바3668,13,0,0.0004
라바3669,19,33,0.0167
라바3670,0,0,0.0
라바3671,8,0,0.0004
라바3672,5,0,0.0024
라바3673,14,3,0.0016
라바3674,10,0,0.0004
라바3675,45,11,0.0012
라바3676,1,0,0.0
라바3677,11,5,0.0
라바3678,11,0,0.0
라바3679,23,3,0.0028
라바3680,23,5,0.0
라바3681,42,5,0.0016
라바3682,129,147,0.0334
라바3683,495,1524,0.6594
라바3684,48,67,0.0171
라바3685,608,437,0.2424
라바3686,3420,1629,0.661
라바3687,778,1168,0.6746
라바3688,128,169,0.0593
라바3689,29,18,0.0036
라바3690,66,43,0.0179
라바3691,112,72,0.0247
라바3692,105,102,0.0378
라바3693,145,48,0.0175
라바3694,122,16,0.004
라바3695,125,35,0.0096
라바3696,34,86,0.0374
라바3697,84,15,0.0032
라바3698,383,354,0.1313
라바3699,46,9,0.0032
라바3700,3,3,0.0004
라바3701,21,3,0.0004
라바3702,125,5,0.0016
라바3703,452,196,0.0565
라바3704,8,19,0.0096
라바3705,62,10,0.0012
라바3706,28,3,0.0008
라바3707,52,20,0.006
라바3708,0,0,0.0
라바3709,0,0,0.0
라바3710,0,0,0.0
라바3711,0,0,0.0
라바3712,0,0,0.0
라바3713,0,0,0.0
라바3714,0,0,0.0
라바3715,0,0,0.0
라바3716,13,5,0.0
라바3717,44,3,0.0012
라바3718,3,0,0.0008
라바3719,74,3,0.0012
라바3720,57,3,0.0008
라바3721,25,5,0.0008
라바3722,12,0,0.0
라바3723,70,5,0.0004
라바3724,100,12,0.0028
라바3725,23,3,0.0004
라바3726,112,3,0.0008
라바3727,38,66,0.0159
라바3728,355,8,0.0298
라바3729,0,0,0.0
라바3730,0,0,0.0
라바3731,1,3,0.0004
라바3732,7,0,0.0
라바3733,4,3,0.0
라바3734,0,0,0.0
라바3735,0,0,0.0
라바3736,15,0,0.0
라바3737,57,5,0.0004
라바3738,121,51,0.0088
라바3739,36,47,0.0195
라바3740,174,160,0.0378
라바3741,2,0,0.0
라바3742,5,0,0.0004
라바3743,18,0,0.0
라바3744,1,0,0.0
라바3745,0,0,0.0
라바3746,0,0,0.0
라바3747,0,0,0.0
라바3748,0,0,0.0
라바3749,0,0,0.0
라바3750,0,0,0.0
라바3751,0,0,0.0
라바3752,0,0,0.0
라바3753,0,0,0.0
라바3754,0,0,0.0
라바3755,18,0,0.0
라바3756,0,0,0.0
라바3757,0,0,0.0
라바3758,0,0,0.0
라바3759,0,0,0.0
라바3760,0,0,0.0
라바3761,0,0,0.0
라바3762,0,0,0.0
라바3763,3,3,0.0
라바3764,22,5,0.0044
라바3765,110,23,0.004
라바3766,50,27,0.0012
라바3767,0,0,0.0
라바3768,0,0,0.0
라바3769,16,0,0.0004
라바3770,5,3,0.0004
라바3771,0,0,0.0
라바3772,20,5,0.0004
라바3773,60,19,0.0068
라바3774,32,0,0.0004
라바3775,3,3,0.0
라바3776,0,0,0.0
라바3777,39,5,0.0
라바3778,53,17,0.0036
라바3779,13,0,0.0004
라바3780,36,4,0.002
라바3781,27,0,0.0016
라바3782,51,170,0.0454
라바3783,1143,275,0.1242
라바3784,5581,874,0.2619
라바3785,7534,2074,0.79
라바3786,7258,4952,2.1316
라바3787,13112,5474,1.9684
라바3788,346,3550,1.2337
라바3789,3405,1523,0.6837
라바3790,2357,1197,0.2511
라바3791,171,216,0.0728
라바3792,249,242,0.0887
라바3793,124,95,0.0295
라바3794,351,91,0.0322
라바3795,24,39,0.0103
라바3796,61,16,0.0084
라바3797,36,42,0.0084
라바3798,274,99,0.0227
라바3799,150,17,0.0024
라바3800,48,5,0.0016
라바3801,67,17,0.0048
라바3802,25,7,0.002
라바3803,50,25,0.0072
라바3804,0,0,0.0
라바3805,3,0,0.0004
라바3806,10,0,0.002
라바3807,4,3,0.0
라바3808,6,0,0.0
라바3809,0,0,0.0
라바3810,0,0,0.0
라바3811,0,0,0.0
라바3812,0,0,0.0
라바3813,0,0,0.0
라바3814,4,0,0.0
라바3815,3,0,0.0
라바3816,64,3,0.0008
라바3817,21,12,0.0012
라바3818,30,8,0.0008
라바3819,0,0,0.0
라바3820,57,0,0.0008
라바3821,3,0,0.0
라바3822,18,0,0.0
라바3823,7,0,0.0004
라바3824,46,5,0.0024
라바3825,65,0,0.0024
라바3826,121,5,0.0012
라바3827,42,69,0.0183
라바3828,42,3,0.0012
라바3829,0,0,0.0
라바3830,0,0,0.0
라바3831,15,3,0.0008
라바3832,11,8,0.0008
라바3833,15,0,0.0004
라바3834,0,0,0.0
라바3835,0,0,0.0
라바3836,5,0,0.0
라바3837,0,0,0.0004
라바3838,2,0,0.0
라바3839,7,0,0.0
라바3840,1,0,0.0
라바3841,47,8,0.002
라바3842,35,0,0.002
라바3843,30,5,0.0008
